ArtistName,AlbumName,TrackName
Arctic Monkeys,Favourite Worst Nightmare,505
Arctic Monkeys,Favourite Worst Nightmare,Balaclava
Arctic Monkeys,Favourite Worst Nightmare,Brianstorm
Arctic Monkeys,Favourite Worst Nightmare,D Is For Dangerous
Arctic Monkeys,Favourite Worst Nightmare,Do Me A Favour
Arctic Monkeys,Favourite Worst Nightmare,Fluorescent Adolescent
Arctic Monkeys,Favourite Worst Nightmare,If You Were There Beware
Arctic Monkeys,Favourite Worst Nightmare,Old Yellow Bricks
Arctic Monkeys,Favourite Worst Nightmare,Only Ones Who Know
Arctic Monkeys,Favourite Worst Nightmare,Teddy Picker
Arctic Monkeys,Favourite Worst Nightmare,The Bad Thing
Arctic Monkeys,Favourite Worst Nightmare,This House Is a Circus
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,A Certain Romance
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Dancing Shoes
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Fake Tales Of San Francisco
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,From The Ritz To The Rubble
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,I Bet You Look Good On The Dancefloor
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Mardy Bum
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Perhaps Vampires Is A Bit Strong But..
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Red Light Indicates Doors Are Secured
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Riot Van
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Still Take You Home
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,The View From The Afternoon
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,When The Sun Goes Down
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,You Probably Couldn't See For The Lights But You Were Looking Straight At Me
Blink 182,Dude Ranch,A New Hope
Blink 182,Dude Ranch,Apple Shampoo
Blink 182,Dude Ranch,Boring
Blink 182,Dude Ranch,Dammit
Blink 182,Dude Ranch,Degenerate
Blink 182,Dude Ranch,Dick Lips
Blink 182,Dude Ranch,Emo
Blink 182,Dude Ranch,Enthused
Blink 182,Dude Ranch,I'm Sorry/Dog Lapping
Blink 182,Dude Ranch,Josie
Blink 182,Dude Ranch,Lemmings
Blink 182,Dude Ranch,Pathetic
Blink 182,Dude Ranch,Voyeur
Blink 182,Dude Ranch,Waggy
Blink 182,Enema Of The State,Adam's Song
Blink 182,Enema Of The State,Aliens Exist
Blink 182,Enema Of The State,All The Small Things
Blink 182,Enema Of The State,Anthem
Blink 182,Enema Of The State,Don't Leave Me
Blink 182,Enema Of The State,Dumpweed
Blink 182,Enema Of The State,Dysentery Gary
Blink 182,Enema Of The State,Enema Of The State
Blink 182,Enema Of The State,Going Away To College
Blink 182,Enema Of The State,Mutt
Blink 182,Enema Of The State,The Party Song
Blink 182,Enema Of The State,Wendy Clear
Blink 182,Enema Of The State,What's My Age Again
Blink 182,Take Off Your Pants And Jacket,Anthem Part Two
Blink 182,Take Off Your Pants And Jacket,Every Time I Look For You
Blink 182,Take Off Your Pants And Jacket,First Date
Blink 182,Take Off Your Pants And Jacket,Give Me One Good Reason
Blink 182,Take Off Your Pants And Jacket,Happy Holidays You Bastard
Blink 182,Take Off Your Pants And Jacket,Man Overboard
Blink 182,Take Off Your Pants And Jacket,Online Songs
Blink 182,Take Off Your Pants And Jacket,Please Take Me Home
Blink 182,Take Off Your Pants And Jacket,Reckless Abandon
Blink 182,Take Off Your Pants And Jacket,Roller Coaster
Blink 182,Take Off Your Pants And Jacket,Shut Up
Blink 182,Take Off Your Pants And Jacket,Stay Together For The Kids
Blink 182,Take Off Your Pants And Jacket,Story Of A Lonely Guy
Blink 182,Take Off Your Pants And Jacket,The Rock Show
Blink 182,Take Off Your Pants And Jacket,Time To Break Up
Bloc Party,Silent Alarm,Banquet
Bloc Party,Silent Alarm,Blue Light
Bloc Party,Silent Alarm,Compliments
Bloc Party,Silent Alarm,Helicopter
Bloc Party,Silent Alarm,Like Eating Glass
Bloc Party,Silent Alarm,Luno
Bloc Party,Silent Alarm,Pioneers
Bloc Party,Silent Alarm,Plans
Bloc Party,Silent Alarm,Positive Tension
Bloc Party,Silent Alarm,Price of Gas
Bloc Party,Silent Alarm,She's Hearing Voices
Bloc Party,Silent Alarm,So Here We Are
Bloc Party,Silent Alarm,This Modern Love
Bloc Party,Weekend in the City,Hunting for Witches
Bloc Party,Weekend in the City,I Still Remember
Bloc Party,Weekend in the City,Kreuzberg
Bloc Party,Weekend in the City,On
Bloc Party,Weekend in the City,Prayer
Bloc Party,Weekend in the City,Song for Clay
Bloc Party,Weekend in the City,SRXT
Bloc Party,Weekend in the City,Sunday
Bloc Party,Weekend in the City,Uniform
Bloc Party,Weekend in the City,Waiting for the 7:18
Bloc Party,Weekend in the City,Where Is Home?
Blur,Blur,Beetlebum
Blur,Blur,Chinese Bombs
Blur,Blur,Country Sad Ballad Man
Blur,Blur,Death Of A Party
Blur,Blur,Essex Dogs
Blur,Blur,I'm Just A Killer For Your Love
Blur,Blur,Look Inside America
Blur,Blur,MOR
Blur,Blur,Movin' On
Blur,Blur,On Your Own
Blur,Blur,Song 2
Blur,Blur,Strange News From Another Star
Blur,Blur,Theme From Retro
Blur,Blur,You're So Great
Blur,Parklife,Bank Holiday
Blur,Parklife,Clover Over Dover
Blur,Parklife,Debt Collector
Blur,Parklife,End Of A Century
Blur,Parklife,Far Out
Blur,Parklife,Girls And Boys
Blur,Parklife,Jubilee
Blur,Parklife,London Loves
Blur,Parklife,Magic America
Blur,Parklife,Parklife
Blur,Parklife,This Is A Low
Blur,Parklife,To The End
Blur,Parklife,Tracy Jacks
Blur,Parklife,Trouble In The Message Centre
Blur,Think Tank,Battery In Your Leg
Blur,Think Tank,Brothers & Sisters
Blur,Think Tank,Caravan
Blur,Think Tank,Crazy Beat
Blur,Think Tank,Gene By Gene
Blur,Think Tank,Good Song
Blur,Think Tank,Jets
Blur,Think Tank,Moroccan Peoples
Blur,Think Tank,My White Noise/Ambulance
Blur,Think Tank,On The Way To The Club
Blur,Think Tank,Out Of Time
Blur,Think Tank,Sweet Song
Blur,Think Tank,We've Got A File On You
Bob Dylan,Blonde on Blonde,Absolutely Sweet Marie
Bob Dylan,Blonde on Blonde,Fourth Time Around
Bob Dylan,Blonde on Blonde,I Want You
Bob Dylan,Blonde on Blonde,Just Like A Woman
Bob Dylan,Blonde on Blonde,Leopard-Skin Pill-Box Hat
Bob Dylan,Blonde on Blonde,Most Likely You Go Your Way (And I'll Go Mine)
Bob Dylan,Blonde on Blonde,Obviously Five Believers
Bob Dylan,Blonde on Blonde,One Of Us Must Know (Sooner Or Later)
Bob Dylan,Blonde on Blonde,Pledging My Time
Bob Dylan,Blonde on Blonde,Rainy Day Women
Bob Dylan,Blonde on Blonde,Sad-Eyed Lady Of The Lowlands
Bob Dylan,Blonde on Blonde,Stuck Inside Of Mobile With The Memphis Blues Again
Bob Dylan,Blonde on Blonde,Temporary Like Achilles
Bob Dylan,Blonde on Blonde,Visions Of Johanna
Bob Dylan,Blood on the Tracks,Buckets Of Rain
Bob Dylan,Blood on the Tracks,Idiot Wind
Bob Dylan,Blood on the Tracks,If You See Her Say Hello
Bob Dylan,Blood on the Tracks,Meet Me In The Morning
Bob Dylan,Blood on the Tracks,Shelter From The Storm
Bob Dylan,Blood on the Tracks,Simple Twist Of Fate
Bob Dylan,Blood on the Tracks,Tangled Up In Blue
Bob Dylan,Blood on the Tracks,You're A Big Girl Now
Bob Dylan,Blood on the Tracks,You're Gonna Make Me Lonesome When You Go
Bob Dylan,Highway 61 Revisited,Ballad Of A Thin Man
Bob Dylan,Highway 61 Revisited,Desolation Row
Bob Dylan,Highway 61 Revisited,From A Buick 6
Bob Dylan,Highway 61 Revisited,Highway 61 Revisited
Bob Dylan,Highway 61 Revisited,It Takes A Lot To Laugh It Takes A Train To Cry
Bob Dylan,Highway 61 Revisited,Just Like Tom Thumb's Blues
Bob Dylan,Highway 61 Revisited,Like A Rolling Stone
Bob Dylan,Highway 61 Revisited,Queen Jane Approximately
Bob Dylan,Highway 61 Revisited,Tombstone Blues
Bob Marley,Catch a Fire,400 Years
Bob Marley,Catch a Fire,All Day All Night
Bob Marley,Catch a Fire,Baby We've Got A Date (Rock It Baby)
Bob Marley,Catch a Fire,Concrete Jungle
Bob Marley,Catch a Fire,High Tide Or Low Tide
Bob Marley,Catch a Fire,Kinky Reggae
Bob Marley,Catch a Fire,Midnight Ravers
Bob Marley,Catch a Fire,No More Trouble
Bob Marley,Catch a Fire,Slave Driver
Bob Marley,Catch a Fire,Stir It Up
Bob Marley,Catch a Fire,Stop That Train
Bob Marley,Exodus,Exodus
Bob Marley,Exodus,Guiltiness
Bob Marley,Exodus,Heathen
Bob Marley,Exodus,Jammin'
Bob Marley,Exodus,Natural Mystic
Bob Marley,Exodus,One Love/People Get Ready
Bob Marley,Exodus,Punky Reggae Party
Bob Marley,Exodus,So Much Things To Say
Bob Marley,Exodus,Three Little Birds
Bob Marley,Exodus,Turn Your Lights Down Low
Bob Marley,Exodus,Waiting In Vain
Coldplay,A Rush of Blood to the Head,A Rush of Blood To The Head
Coldplay,A Rush of Blood to the Head,A Whisper
Coldplay,A Rush of Blood to the Head,Amsterdam
Coldplay,A Rush of Blood to the Head,Clocks
Coldplay,A Rush of Blood to the Head,Daylight
Coldplay,A Rush of Blood to the Head,God Put A Smile Upon Your Face
Coldplay,A Rush of Blood to the Head,Green Eyes
Coldplay,A Rush of Blood to the Head,In My Place
Coldplay,A Rush of Blood to the Head,Politik
Coldplay,A Rush of Blood to the Head,The Scientist
Coldplay,A Rush of Blood to the Head,Warning Sign
Coldplay,Parachutes,Don't Panic
Coldplay,Parachutes,Everything's Not Lost
Coldplay,Parachutes,High Speed
Coldplay,Parachutes,Parachutes
Coldplay,Parachutes,Shiver
Coldplay,Parachutes,Sparks
Coldplay,Parachutes,Spies
Coldplay,Parachutes,Trouble
Coldplay,Parachutes,We Never Change
Coldplay,Parachutes,Yellow
Coldplay,X&Y,A Message
Coldplay,X&Y,Fix You
Coldplay,X&Y,Hardest Part
Coldplay,X&Y,Low
Coldplay,X&Y,Speed Of Sound
Coldplay,X&Y,Square One
Coldplay,X&Y,Swallowed In The Sea
Coldplay,X&Y,Talk
Coldplay,X&Y,'Til Kingdom Come
Coldplay,X&Y,Twisted Logic
Coldplay,X&Y,What if?
Coldplay,X&Y,White Shadows
Coldplay,X&Y,X&Y
Daft Punk,Discovery,Aerodynamic
Daft Punk,Discovery,Crescendolls
Daft Punk,Discovery,Digital Love
Daft Punk,Discovery,Face To Face
Daft Punk,Discovery,Harder Better Faster Stronger
Daft Punk,Discovery,High Life
Daft Punk,Discovery,Nightvision
Daft Punk,Discovery,One More Time
Daft Punk,Discovery,Short Circuit
Daft Punk,Discovery,Something About Us
